Temperature,Fe,O2,Silicate,Nitrate,pH,Phosphate,Salinity,spCO2,Chla,PAR,DOC,NH4,NPP
11.408341,7.18E-05,281.98993,2.6203857,9.222589,8.048044,0.7411828,34.26091,37.90053,0.377299135,0.61405367,12.337319,0.618111,8.239595789
11.327753,7.04E-05,282.36213,2.6717922,9.3384385,8.04882,0.74907887,34.230278,37.91572,0.374948773,0.6174066,12.306453,0.6153934,8.175363437
11.323995,6.99E-05,282.74095,2.720338,9.446802,8.049874,0.7567702,34.209877,38.03668,0.374389163,0.6359062,12.302214,0.61527075,8.349153408
11.338209,6.99E-05,282.90474,2.7625498,9.545137,8.050753,0.7641612,34.18649,38.178776,0.371678412,0.6386991,12.3097915,0.6194437,8.350657805
11.306609,6.99E-05,283.0361,2.7976136,9.633302,8.051163,0.77111117,34.162594,38.23746,0.368406932,0.64461493,12.312651,0.62770495,8.314845696
11.288916,6.99E-05,283.0596,2.8169183,9.696884,8.051355,0.7765072,34.144802,38.298923,0.361644605,0.6496653,12.327202,0.63843344,8.254864742
11.647593,0.000106628,278.96068,2.210971,8.03308,8.058382,0.65871666,34.46536,36.409397,0.509425294,0.51968473,12.47169,0.6069613,9.6334272
11.600972,0.000106099,279.27858,2.2188225,8.058449,8.057301,0.6600791,34.45354,36.37233,0.510998918,0.5215588,12.450049,0.6008938,9.631466611
11.502147,0.000105994,279.82685,2.2457386,8.13324,8.056321,0.66477625,34.438766,36.32304,0.51436777,0.52103275,12.4054905,0.5968348,9.533745619
11.432086,0.000104939,280.36052,2.271675,8.203104,8.055684,0.66933886,34.421825,36.30088,0.514643098,0.53356695,12.38522,0.59310807,9.680311296
11.623995,9.40E-05,280.0031,2.252515,8.2936445,8.0493355,0.67783677,34.376427,36.755024,0.480190149,0.5810202,12.458023,0.6141881,9.79175952
11.669812,9.15E-05,279.73205,2.2375297,8.290172,8.048094,0.6780108,34.369938,36.862232,0.474966749,0.5846912,12.471156,0.6196944,9.662291712
11.74781,8.91E-05,279.39147,2.2202155,8.275729,8.046675,0.677361,34.37194,37.0074,0.468210018,0.5921371,12.4960635,0.624765,9.586694477
11.799806,8.70E-05,279.07,2.2056047,8.257537,8.045262,0.67647937,34.37023,37.11322,0.461489102,0.59703135,12.524432,0.6296618,9.455782925
11.884927,8.45E-05,278.81667,2.1936512,8.233637,8.044315,0.67530695,34.371387,37.25573,0.456883512,0.6147214,12.573001,0.63492445,9.526709376
11.946905,8.25E-05,278.58743,2.1887412,8.221592,8.044098,0.6749838,34.369923,37.384636,0.445752869,0.6188827,12.613954,0.64161187,9.379306483
12.003595,8.06E-05,278.39133,2.1911808,8.221403,8.043818,0.6753948,34.365444,37.50454,0.433366461,0.6274844,12.649226,0.647882,9.333357581
12.057344,7.90E-05,278.2088,2.1954656,8.225692,8.042899,0.67603483,34.362144,37.632618,0.419326965,0.6346398,12.681708,0.65265456,9.320148749
12.150225,7.74E-05,277.88618,2.2003597,8.233577,8.042273,0.6768299,34.357025,37.80971,0.404658468,0.63775676,12.713134,0.6560536,9.281927117
12.109048,7.59E-05,277.90177,2.2119589,8.259097,8.041822,0.6787659,34.351776,37.822475,0.394581011,0.6275205,12.709187,0.65934163,8.956689178
12.0655155,7.46E-05,278.03835,2.231049,8.30302,8.041943,0.6816111,34.347397,37.84666,0.388859558,0.62071127,12.687664,0.65809744,8.733202168
12.047222,7.34E-05,278.2134,2.2569597,8.357699,8.042082,0.68498834,34.343204,37.90888,0.386677079,0.6240527,12.6724895,0.65354415,8.708997658
12.023531,7.23E-05,278.4503,2.2903443,8.425576,8.041852,0.68912643,34.340256,37.96542,0.38393611,0.6257831,12.659569,0.64627646,8.692366349
11.975697,7.13E-05,278.7674,2.331111,8.508113,8.041813,0.6942628,34.33017,38.009743,0.380140835,0.6288454,12.641251,0.6384261,8.66557129
11.908504,7.06E-05,279.13216,2.3781043,8.604547,8.042719,0.7005006,34.313705,38.04063,0.375826241,0.62647164,12.61365,0.63272374,8.572527821
11.821677,7.01E-05,279.57696,2.4312292,8.718861,8.04382,0.70804637,34.2927,38.049145,0.369046007,0.6213279,12.569323,0.62800234,8.430862579
11.75614,6.99E-05,279.99815,2.4834394,8.829341,8.044571,0.71560516,34.26512,38.073723,0.364240076,0.62913704,12.536356,0.6252678,8.473203418
11.795484,6.99E-05,280.13182,2.5316328,8.933786,8.04679,0.7230971,34.22816,38.23865,0.35985833,0.62983584,12.527136,0.6262795,8.495783885
11.737143,6.99E-05,280.5001,2.5809593,9.048664,8.0476265,0.7314398,34.1945,38.27531,0.355731766,0.6290625,12.507804,0.6292929,8.429927386
11.783789,6.99E-05,280.64978,2.6199052,9.140474,8.04876,0.7383861,34.17435,38.451687,0.354114493,0.654521,12.525011,0.6322884,8.742884429
11.846817,6.99E-05,280.49427,2.6480486,9.216479,8.04944,0.7445755,34.15568,38.631264,0.351012015,0.6576227,12.559215,0.6396937,8.784810547
12.2027445,9.83E-05,276.07355,1.977562,7.499174,8.054536,0.6232602,34.51411,36.602524,0.504743597,0.5622642,12.773144,0.6134431,10.31856641
12.138567,9.78E-05,276.33724,1.9832624,7.525097,8.053097,0.6246604,34.502296,36.55138,0.503588562,0.5601956,12.748278,0.6087409,10.212987
12.044148,9.78E-05,276.78263,2.0044376,7.5937584,8.051874,0.6289692,34.48814,36.51523,0.505211431,0.5557399,12.697058,0.6054835,10.05721194
12.001094,9.67E-05,277.13314,2.0215784,7.649584,8.051145,0.6326236,34.47287,36.523804,0.501870559,0.5636219,12.674836,0.60329156,10.09810437
12.065556,9.45E-05,277.04483,2.0262196,7.6804315,8.049117,0.6348552,34.43536,36.645603,0.490248579,0.5783376,12.6845185,0.60334295,10.24707957
12.0987015,9.21E-05,276.86083,2.0236687,7.7030617,8.047496,0.63677254,34.422848,36.740944,0.482170049,0.5836668,12.697894,0.60736405,10.1276371
12.176982,8.94E-05,276.59312,2.0144766,7.7071846,8.045607,0.6376968,34.425884,36.889545,0.472946557,0.5956495,12.721992,0.6147958,10.09866839
12.258594,8.67E-05,276.17222,2.0015563,7.7026277,8.044332,0.6378268,34.426273,37.04715,0.462430366,0.59656405,12.742293,0.6206313,9.909023155
12.332375,8.41E-05,275.8043,1.98732,7.689,8.0433445,0.6370775,34.42361,37.183243,0.45441787,0.6051307,12.766145,0.6239175,9.832934995
12.417441,8.15E-05,275.4458,1.9748588,7.671762,8.042792,0.6360469,34.427002,37.344994,0.445201093,0.61183137,12.796342,0.6267742,9.712339085
12.477058,7.90E-05,275.13853,1.969245,7.662081,8.042181,0.63560385,34.42708,37.484013,0.436934534,0.6134742,12.823124,0.63061353,9.470508595
12.557355,7.62E-05,274.88092,1.96893,7.6555843,8.041167,0.6355756,34.425068,37.65942,0.430697121,0.6250052,12.86359,0.63552964,9.395008301
12.611078,7.38E-05,274.71483,1.977671,7.671075,8.040553,0.6370608,34.418915,37.816364,0.420030955,0.62639767,12.894401,0.64141955,9.185144947
12.633781,7.16E-05,274.69155,1.9946122,7.701616,8.040139,0.6396509,34.41066,37.93445,0.409466637,0.6338263,12.916809,0.64719876,9.084742687
12.658557,6.99E-05,274.69537,2.0162668,7.7408766,8.039338,0.64275117,34.40653,38.06945,0.397546944,0.64269876,12.940022,0.65107504,9.059849741
12.698337,6.85E-05,274.65388,2.0418668,7.7890963,8.038663,0.64631866,34.39596,38.228985,0.385820876,0.6472653,12.9553685,0.6529731,9.040615027
12.656004,6.77E-05,274.86086,2.0750128,7.8538405,8.039045,0.6509029,34.386036,38.282944,0.37856945,0.6417737,12.945276,0.6537174,8.895871526
12.597168,6.75E-05,275.20126,2.1159716,7.933708,8.039708,0.65631163,34.37239,38.330647,0.373484833,0.6356403,12.918528,0.65122335,8.779799693
12.543614,6.78E-05,275.60118,2.161839,8.019477,8.039848,0.6619969,34.354336,38.378082,0.370630822,0.64404106,12.896863,0.64629805,8.885926541
12.522901,6.83E-05,275.96447,2.211633,8.112418,8.04079,0.66812494,34.33524,38.462387,0.366150585,0.64786243,12.881339,0.63982455,8.996463936
12.451441,6.88E-05,276.4469,2.2642885,8.214515,8.0412855,0.6749817,34.310513,38.487877,0.362450443,0.6495686,12.858256,0.63458306,9.031822963
12.4353895,6.93E-05,276.78165,2.314896,8.314386,8.042425,0.6818492,34.279232,38.577152,0.35971507,0.6589531,12.843439,0.63145737,9.215046259
12.38294,6.96E-05,277.21146,2.3669023,8.428844,8.043289,0.6898206,34.24961,38.62116,0.3545342,0.65825397,12.812786,0.63061353,9.21607632
12.339617,6.99E-05,277.61704,2.4139038,8.537018,8.043564,0.6976782,34.221462,38.66601,0.350037174,0.6616608,12.792731,0.63328183,9.218630477
12.392413,6.99E-05,277.6971,2.452552,8.634147,8.0452385,0.70505927,34.197502,38.83562,0.345739369,0.6702943,12.795685,0.6385757,9.301034304
12.72932,8.71E-05,273.03708,1.7760346,7.0154984,8.047269,0.59070595,34.51915,36.85295,0.485223281,0.59833336,13.063243,0.61733,10.37258991
12.712267,8.59E-05,273.22495,1.7877348,7.059817,8.046347,0.5936082,34.506275,36.90061,0.482720705,0.60523784,13.0455615,0.61594724,10.36776672
12.7834215,8.41E-05,273.0526,1.7937974,7.0925523,8.044183,0.5958539,34.47893,37.041,0.4744922,0.61572754,13.046685,0.6159148,10.4186933
12.83193,8.20E-05,272.82897,1.7963576,7.1196225,8.042373,0.59789757,34.465187,37.173374,0.46665766,0.6165833,13.052129,0.6187291,10.24503448
12.89488,7.97E-05,272.5819,1.7961925,7.1375347,8.040802,0.5995325,34.469494,37.329792,0.457992659,0.62105024,13.066086,0.6242834,10.08898779
12.974347,7.73E-05,272.17984,1.7941196,7.1469634,8.039904,0.60042646,34.47305,37.514843,0.44565102,0.62013274,13.081412,0.6283909,9.84514487
13.0319605,7.45E-05,271.87797,1.7932267,7.151451,8.039129,0.60084334,34.47135,37.67332,0.43316724,0.62435853,13.099102,0.6305077,9.639090202
13.120683,7.15E-05,271.54368,1.7975973,7.1577313,8.038812,0.60136395,34.471672,37.88708,0.421037133,0.6313188,13.123948,0.6318542,9.462412742
13.171849,6.85E-05,271.3328,1.8115212,7.178415,8.038591,0.6029339,34.466545,38.070354,0.410004982,0.63273853,13.1380735,0.6339413,9.186424358
13.21852,6.55E-05,271.29823,1.8323433,7.2085233,8.037629,0.6053273,34.458,38.250126,0.399831272,0.6425948,13.163033,0.63717633,9.052338125
13.243574,6.30E-05,271.3475,1.860254,7.2583766,8.037174,0.60917437,34.44389,38.402645,0.386472262,0.64598465,13.178224,0.6412269,8.879213261
13.23606,6.14E-05,271.5245,1.8938666,7.3231515,8.036893,0.614063,34.42716,38.519638,0.375405415,0.6538955,13.1842075,0.6446746,8.835317222
13.263872,6.04E-05,271.69362,1.931054,7.39039,8.036461,0.61908446,34.412487,38.683292,0.368916177,0.66717273,13.199916,0.6464712,8.961782976
13.279101,6.08E-05,271.85014,1.9725421,7.4637183,8.036123,0.62449457,34.391865,38.837414,0.364777302,0.668565,13.20914,0.6476002,9.014833958
13.236953,6.21E-05,272.2147,2.0197374,7.5449767,8.037049,0.63037075,34.368774,38.89563,0.362435893,0.67065376,13.20354,0.6474429,9.117035482
13.177481,6.36E-05,272.69167,2.0726516,7.6384465,8.037889,0.6369703,34.34038,38.94076,0.359651274,0.6701758,13.183378,0.64563873,9.194850432
13.11444,6.49E-05,273.20686,2.1272842,7.736716,8.037881,0.64386404,34.308907,38.97477,0.35690247,0.6763176,13.16204,0.64312393,9.355275533
13.062185,6.61E-05,273.7056,2.1808494,7.842082,8.039076,0.6512521,34.278553,39.016964,0.352815078,0.6740556,13.1364595,0.64106757,9.402363878
13.000513,6.69E-05,274.1711,2.2302761,7.946554,8.039559,0.6586746,34.249626,39.04643,0.350020386,0.67565,13.112726,0.64028235,9.475163827
13.018247,6.76E-05,274.40006,2.272029,8.040811,8.040715,0.6655202,34.219784,39.166485,0.34748983,0.68233407,13.1091,0.64082793,9.678910579
13.56691,7.67E-05,268.67968,1.5633445,6.3821683,8.047329,0.54894155,34.593143,37.342834,0.458843266,0.63834363,13.526408,0.62945444,10.59460301
13.563509,7.54E-05,268.58607,1.5717801,6.4055477,8.044975,0.5503142,34.56146,37.375984,0.458628376,0.63601464,13.509861,0.62868494,10.3876935
13.498563,7.47E-05,268.7848,1.588323,6.4598895,8.042948,0.55371603,34.53229,37.360535,0.460180734,0.6314774,13.460211,0.6267237,10.19269993
13.476724,7.36E-05,268.99543,1.6027068,6.511687,8.041653,0.55714336,34.522602,37.430073,0.458866769,0.6352941,13.433046,0.62590506,10.1005367
13.537797,7.20E-05,268.87205,1.6154863,6.5604034,8.039018,0.56048884,34.507004,37.597923,0.453697092,0.6358399,13.421552,0.62632776,9.971853754
13.566428,7.02E-05,268.76298,1.6284205,6.605919,8.036995,0.5637151,34.49228,37.72434,0.447653304,0.6365607,13.41462,0.6281819,9.789728947
13.606483,6.80E-05,268.62425,1.6430194,6.6481917,8.036185,0.56695496,34.498894,37.89486,0.436833804,0.6359133,13.41513,0.63258107,9.536254157
13.657265,6.54E-05,268.3801,1.6602394,6.6868104,8.035733,0.56984025,34.503635,38.094467,0.420428278,0.6319803,13.418566,0.6356238,9.218523686
13.703233,6.22E-05,268.19837,1.6817995,6.7241304,8.034846,0.5725352,34.496624,38.29348,0.404132434,0.6373078,13.425742,0.63646585,8.988078816
13.782141,5.91E-05,268.00552,1.7113017,6.7688576,8.034328,0.575677,34.484035,38.558563,0.387357565,0.64400375,13.436738,0.63580915,8.796034944
13.781703,5.65E-05,268.09776,1.7502054,6.830861,8.0342,0.5800548,34.461433,38.71415,0.372267122,0.642638,13.4318685,0.6357454,8.524614182
13.788125,5.43E-05,268.3153,1.7940032,6.894202,8.033607,0.58468827,34.4357,38.868996,0.359243878,0.65581936,13.446222,0.63602824,8.520022195
13.772113,5.34E-05,268.59683,1.8415733,6.973624,8.033672,0.5905569,34.408516,39.010754,0.349028757,0.6578253,13.45001,0.637986,8.466662246
13.760478,5.43E-05,268.98226,1.8877552,7.057057,8.033875,0.59671875,34.38189,39.133644,0.345845695,0.66570014,13.452003,0.63914445,8.646350054
13.810979,5.56E-05,269.30067,1.9320317,7.137958,8.034276,0.6027565,34.35734,39.32573,0.344912266,0.6770467,13.466384,0.64003,8.945546688
13.83094,5.82E-05,269.85368,2.0226936,7.304757,8.035289,0.6153157,34.298405,39.56718,0.34527937,0.68930006,13.4770265,0.6433298,9.362888755
13.827719,5.97E-05,270.17432,2.0703136,7.3947967,8.035625,0.6219836,34.266575,39.658627,0.343258059,0.6922851,13.468566,0.64410426,9.534367181
14.245153,6.49E-05,264.85127,1.4310417,5.905011,8.042796,0.51670294,34.603798,37.845078,0.421463556,0.6484514,13.871256,0.63206727,9.828039744
14.302313,6.32E-05,264.64942,1.4502063,5.9427824,8.040377,0.51901146,34.573597,37.999123,0.424598491,0.6587122,13.857057,0.6292687,9.821148134
14.283688,6.20E-05,264.73674,1.4753522,6.0084076,8.038159,0.5231507,34.54364,38.08294,0.427052941,0.65789026,13.81234,0.625578,9.698187802
14.235413,6.07E-05,265.077,1.5014937,6.0823383,8.03661,0.52816735,34.53611,38.147938,0.426713817,0.65327924,13.774321,0.62533544,9.439776806
14.253974,5.93E-05,265.11338,1.5272094,6.1565563,8.034513,0.53345814,34.532562,38.31474,0.422742825,0.64151543,13.74933,0.62775635,9.110849933
14.2620735,5.74E-05,265.13705,1.5536847,6.2261987,8.032698,0.53841947,34.518913,38.457005,0.413651401,0.640877,13.733365,0.6293806,8.90007264
14.316221,5.51E-05,265.08534,1.5830151,6.2905233,8.032409,0.5431197,34.515682,38.68227,0.397640958,0.64646006,13.735072,0.6310646,8.761754189
14.35505,5.26E-05,264.9983,1.6199729,6.3566547,8.03228,0.54788485,34.506214,38.91443,0.378203465,0.64353806,13.737743,0.6312864,8.500523098
14.362061,5.01E-05,265.05014,1.6647232,6.425099,8.031696,0.552737,34.482216,39.10364,0.358971907,0.648196,13.741122,0.62968413,8.330854925
14.409278,4.81E-05,265.1054,1.7135555,6.4979037,8.031425,0.5578619,34.451366,39.35004,0.340821517,0.660024,13.7538,0.6268011,8.318417472
14.380219,4.74E-05,265.45793,1.7643739,6.5811984,8.031504,0.56377857,34.411343,39.466858,0.330004255,0.66059023,13.754937,0.62476035,8.262432346
14.384442,4.84E-05,265.85957,1.8128002,6.6575934,8.031989,0.5694121,34.37237,39.621693,0.32556431,0.67563397,13.775703,0.6239824,8.555292058
14.386091,4.96E-05,266.2029,1.8601512,6.741919,8.03243,0.5757322,34.33868,39.774506,0.321742173,0.6850143,13.784562,0.62567485,8.814357274
14.367508,5.09E-05,266.64525,1.9060019,6.830717,8.032329,0.58246386,34.308014,39.88702,0.321053853,0.69080746,13.782678,0.6288148,9.021863462
14.391271,5.22E-05,267.04222,1.9491889,6.918383,8.031891,0.58921037,34.27966,40.026325,0.321840665,0.6959812,13.782227,0.6328041,9.235133222
14.410204,5.35E-05,267.32296,1.9900328,7.0039383,8.031712,0.59584196,34.252304,40.160667,0.322343195,0.6998541,13.77973,0.6370384,9.424418688
14.375371,5.48E-05,267.66434,2.0273076,7.085106,8.032391,0.6021751,34.22702,40.17395,0.322123827,0.7044794,13.777603,0.641311,9.600921446
14.877708,5.27E-05,261.4095,1.3739198,5.5325083,8.037189,0.4908398,34.601658,38.436447,0.377854268,0.65234643,14.188181,0.62020594,8.920995264
14.930518,5.05E-05,261.26015,1.4096777,5.5981963,8.03519,0.49508695,34.55939,38.637753,0.381220882,0.6627309,14.16896,0.6156656,8.869362624
14.895771,4.89E-05,261.46418,1.4503396,5.6869877,8.033374,0.500961,34.523037,38.744724,0.381732365,0.66164196,14.124113,0.61171013,8.699667494
14.847433,4.75E-05,261.8365,1.4920376,5.783278,8.031757,0.5076695,34.506344,38.842125,0.3781822,0.65591663,14.083366,0.6116386,8.436631334
14.825537,4.63E-05,262.1171,1.5319923,5.882926,8.029967,0.5148617,34.502243,39.01012,0.369268731,0.6394666,14.051604,0.6141214,8.088173222
14.8032255,4.50E-05,262.33128,1.5699051,5.9729875,8.02843,0.52131986,34.482044,39.158028,0.355948894,0.6383078,14.034813,0.6146042,7.93789321
14.858064,4.36E-05,262.39988,1.6085854,6.053114,8.028691,0.5270929,34.467056,39.423397,0.33928147,0.64624876,14.043396,0.6139616,7.946327578
14.87867,4.25E-05,262.53012,1.6528291,6.1351517,8.029277,0.5329645,34.44166,39.638813,0.322260372,0.6444076,14.051801,0.61203685,7.84777248
14.86756,4.22E-05,262.77348,1.7010483,6.2164865,8.029197,0.5387943,34.40497,39.792023,0.310690995,0.65244454,14.060154,0.6095564,7.927015104
14.924643,4.32E-05,262.96377,1.7509442,6.2928456,8.02897,0.54437487,34.36705,40.007713,0.304624823,0.6670941,14.088286,0.607039,8.228204467
14.907328,4.44E-05,263.35558,1.8010854,6.378186,8.029006,0.550754,34.32564,40.1273,0.301316408,0.6687,14.097902,0.6074867,8.371507853
14.929478,4.55E-05,263.73947,1.8475172,6.459404,8.029836,0.5570421,34.288727,40.305157,0.299400304,0.68410176,14.116437,0.60989393,8.703591782
14.96226,4.68E-05,264.03978,1.8898518,6.5463088,8.029968,0.5637951,34.258747,40.494503,0.297650963,0.68955135,14.120864,0.6148353,8.937997747
14.984922,4.80E-05,264.34237,1.9275267,6.6303783,8.029558,0.5703781,34.232105,40.62101,0.298284441,0.6996684,14.120137,0.62063354,9.228941453
15.030638,4.91E-05,264.5187,1.9589965,6.7077307,8.028949,0.5765009,34.20973,40.75456,0.299952079,0.70785207,14.123271,0.62616944,9.517062989
15.060001,5.02E-05,264.72968,1.9858838,6.784011,8.028892,0.58255444,34.19157,40.85578,0.301252613,0.7107913,14.11976,0.6321835,9.711276365
15.561285,4.03E-05,258.12143,1.3842762,5.2537704,8.031544,0.47094995,34.581577,39.26336,0.321686212,0.6603049,14.578691,0.5922007,8.104114022
15.590598,3.83E-05,258.09282,1.4327368,5.3499495,8.029609,0.47741155,34.516514,39.46038,0.322990104,0.66688544,14.55448,0.58655604,7.992228787
15.525084,3.73E-05,258.51983,1.4817658,5.4624868,8.028176,0.48513938,34.472733,39.56466,0.321669424,0.65888834,14.503839,0.5831326,7.779719002
15.44111,3.67E-05,259.13393,1.5291579,5.576024,8.027213,0.49319875,34.447685,39.64345,0.31704033,0.65708095,14.454164,0.583097,7.668813542
15.408522,3.64E-05,259.5219,1.5764008,5.6862263,8.026031,0.5012343,34.443604,39.849342,0.309081557,0.6417979,14.41908,0.58461283,7.474162326
15.374881,3.66E-05,259.86636,1.6211955,5.780238,8.02478,0.5080792,34.416294,39.989983,0.298910085,0.64282733,14.404143,0.5840007,7.493785528
15.439817,3.74E-05,260.06603,1.6635914,5.858245,8.025209,0.5138148,34.390118,40.236546,0.291976518,0.6559502,14.4168865,0.5822252,7.77358944
15.450401,3.84E-05,260.37034,1.7062433,5.9361514,8.025857,0.51958277,34.35721,40.388317,0.287750343,0.6591055,14.426024,0.58108306,7.937788493
15.437179,3.94E-05,260.70935,1.7472176,6.010232,8.026334,0.5252081,34.321278,40.48927,0.28454042,0.6699884,14.44833,0.5817659,8.174697293
15.554006,4.03E-05,260.642,1.7854143,6.0769254,8.027148,0.53046533,34.290215,40.77436,0.282126262,0.69313574,14.502893,0.58353005,8.63638848
15.612365,4.14E-05,260.73304,1.8233458,6.1571416,8.027085,0.536777,34.26019,40.983715,0.280713807,0.69822735,14.519603,0.58838923,8.873108064
16.32023,3.02E-05,254.75657,1.4250372,5.032766,8.026528,0.4548041,34.482758,40.196785,0.272456201,0.6764444,15.062141,0.5487736,7.533336545
16.295912,2.97E-05,255.10043,1.4816975,5.148399,8.025479,0.46299282,34.43791,40.361706,0.273105349,0.6725344,15.03648,0.5456751,7.443943338
16.220823,3.02E-05,255.60904,1.5339882,5.261509,8.024188,0.4710449,34.40128,40.456367,0.273098634,0.6705413,14.991673,0.54284197,7.48505111
16.138927,3.14E-05,256.25336,1.5799005,5.3640488,8.02328,0.4785602,34.373096,40.5334,0.272806517,0.67167735,14.951518,0.5426003,7.62266039
16.15278,3.25E-05,256.54814,1.6232489,5.456819,8.022703,0.4856023,34.365654,40.759903,0.272305107,0.661905,14.933977,0.5443173,7.658755857
16.133478,3.35E-05,256.91533,1.6621667,5.5379374,8.021662,0.4918112,34.336227,40.88922,0.271065011,0.6633407,14.923952,0.546009,7.794045504
16.153837,3.43E-05,257.2119,1.6967591,5.6096273,8.02205,0.4974041,34.310795,41.052067,0.269453334,0.6764591,14.929378,0.54833683,8.071078464
16.159927,3.52E-05,257.47904,1.7289021,5.6833625,8.022354,0.5031622,34.283924,41.189053,0.267761074,0.68028903,14.93055,0.55225845,8.241709824
16.183407,3.61E-05,257.6006,1.7562251,5.7515632,8.022584,0.50862506,34.2588,41.32236,0.266608277,0.69249755,14.957929,0.5576082,8.524663949
16.352015,3.69E-05,257.28333,1.7805994,5.815744,8.023263,0.51386195,34.242847,41.646297,0.265876307,0.71023995,15.016158,0.5635454,8.96573111
16.384916,3.90E-05,257.52544,1.830289,5.9798714,8.02396,0.5267636,34.213245,41.874157,0.267090661,0.7183409,14.999246,0.57982997,9.418682074
17.431913,3.30E-05,254.12843,0.8833243,3.9104037,8.027058,0.38722908,34.72205,40.757534,0.270193139,0.7393891,15.637938,0.5063029,9.885130099
17.52092,3.52E-05,254.00716,0.83732075,3.6897764,8.026102,0.3727475,34.726475,40.636414,0.266287061,0.7435789,15.709829,0.4945613,10.33541752
17.537842,3.67E-05,254.09645,0.8171861,3.6167856,8.025722,0.36840688,34.727615,40.57398,0.262349645,0.74594784,15.74174,0.49275573,10.59773311
17.121243,2.54E-05,251.55035,1.4751012,4.823859,8.021844,0.43981298,34.38102,41.1152,0.250147908,0.68895924,15.611303,0.50059054,7.437008909
17.140034,2.64E-05,251.73223,1.5225571,4.919132,8.02089,0.44707768,34.36324,41.379513,0.251711459,0.684055,15.620739,0.5002542,7.600934868
17.156609,2.74E-05,251.96388,1.5639534,5.0084805,8.0194435,0.4539586,34.335934,41.55817,0.252551993,0.67817116,15.610992,0.5013882,7.706799821
17.101313,2.83E-05,252.41682,1.6004579,5.092665,8.018775,0.46054675,34.311615,41.63324,0.253052284,0.6820646,15.585712,0.50471065,7.853524646
17.106634,2.92E-05,252.71714,1.6347307,5.1723015,8.01875,0.46690847,34.310974,41.816994,0.25370479,0.6743251,15.565008,0.5097349,7.873150234
17.08774,3.00E-05,253.04416,1.664088,5.243256,8.017725,0.4725735,34.28781,41.941925,0.254076371,0.6782332,15.54426,0.5145261,8.02736905
17.064709,3.08E-05,253.35076,1.6891569,5.3113387,8.018131,0.47800818,34.265892,42.017956,0.253711505,0.690525,15.530475,0.52026677,8.276937178
17.073412,3.16E-05,253.4947,1.710513,5.381022,8.018166,0.48351756,34.248848,42.12774,0.253336566,0.69610786,15.523797,0.5268321,8.486560512
