Temperature,Fe,O2,Silicate,Nitrate,pH,Phosphate,Salinity,SPCO2,Chla,PAR,DOC,NH4,Iceberg,NPP
24.173018,0.000659866,211.69873,1.5104464,0.000439088,8.069234,0.005036291,36.42294,35.463352,0.061578416,0.46497312,30.93668,0.000643325,0,0.763865044
24.493092,0.000680218,210.85572,1.4840236,0.000266128,8.065545,0.004378305,36.258373,35.64569,0.06198779,0.4546087,31.110963,0.000665826,0,0.76871649
25.056734,0.000589244,209.60294,1.3808905,0.000325693,8.056915,0.004289994,36.349697,36.736237,0.06433021,0.43893233,30.365407,0.00073712,0,0.834455261
25.021471,0.000409354,209.25616,1.2501301,0.000138724,8.0549345,0.005748803,36.365204,36.95702,0.06350864,0.41207582,29.327556,0.000629617,0,0.679402598
24.87352,0.00034312,209.52448,1.2102269,0.000127806,8.053345,0.00647948,36.39965,36.92044,0.06422034,0.41467273,28.920691,0.000584265,0,0.632711347
24.787327,0.00031677,209.9337,1.2011231,0.000130633,8.056873,0.006637237,36.376987,36.830246,0.063348554,0.42321143,28.802656,0.000559685,0,0.619977162
24.618454,0.000301975,210.51952,1.2046396,0.000143619,8.060851,0.006319245,36.385998,36.60022,0.06089083,0.430004,28.81784,0.000547391,0,0.610807185
24.486607,0.000293525,210.84553,1.2027837,0.000148068,8.064047,0.006022533,36.416927,36.448536,0.060262566,0.42246827,28.83543,0.000541569,0,0.58722324
24.502789,0.000297962,210.8405,1.198478,0.000164422,8.064904,0.00574096,36.376717,36.439976,0.06015133,0.42752153,28.802264,0.000544201,0,0.59860494
24.556276,0.000312151,210.75234,1.2047967,0.000183057,8.064039,0.005524476,36.35472,36.50004,0.060014394,0.43423533,28.761521,0.000553167,0,0.621256511
24.545628,0.000327733,210.80992,1.2207426,0.000192051,8.062989,0.005378848,36.35195,36.49104,0.05944533,0.44052088,28.739467,0.000555702,0,0.633414443
24.48038,0.000336763,211.0046,1.2406447,0.000203779,8.06357,0.005299468,36.39406,36.443256,0.058512942,0.44182375,28.733265,0.000557472,0,0.632970931
24.398603,0.000343908,211.22763,1.2615317,0.000210919,8.063491,0.00523862,36.452564,36.39586,0.057492758,0.4409982,28.736837,0.00055439,0,0.623893291
24.327719,0.00036082,211.38391,1.286451,0.000214867,8.06422,0.005075917,36.48001,36.321663,0.056810914,0.43845338,28.744034,0.000550268,0,0.614832353
24.350761,0.000391445,211.32135,1.3195882,0.000221121,8.064948,0.004795258,36.44827,36.31155,0.05727466,0.4390626,28.731134,0.000556153,0,0.626004081
24.403498,0.00041858,211.21131,1.3566765,0.000235673,8.065653,0.004617829,36.405003,36.337914,0.057995916,0.4386954,28.666541,0.000567315,0,0.64227676
24.371628,0.000427704,211.27476,1.3897173,0.000244039,8.066294,0.004623988,36.413044,36.305355,0.058280053,0.43679374,28.566206,0.000568081,0,0.639336084
24.343494,0.000428912,211.3727,1.4211416,0.000260304,8.066935,0.004676004,36.44778,36.309467,0.058766225,0.43701714,28.474987,0.000571043,0,0.639655999
24.322554,0.000428999,211.47457,1.455327,0.000281308,8.067515,0.004743705,36.486023,36.325867,0.059932445,0.4305121,28.389888,0.000586966,0,0.64086129
24.293522,0.000426188,211.62614,1.49212,0.00030535,8.068291,0.004853152,36.508205,36.325745,0.06197072,0.43048817,28.278325,0.000604075,0,0.650334977
24.217997,0.000414915,211.89883,1.5283724,0.000348501,8.069143,0.005103085,36.54235,36.289257,0.06495404,0.42530403,28.109495,0.00063789,0,0.65771409
24.075598,0.000398214,212.3548,1.5666796,0.000399597,8.069232,0.005590491,36.591515,36.197067,0.06875002,0.40000582,27.84733,0.000736689,0,0.663917524
23.934473,0.000383398,212.8526,1.6089507,0.000498858,8.07068,0.006059408,36.62174,36.080223,0.07475339,0.41431656,27.553473,0.000813904,0,0.739453121
23.982351,0.000380444,212.87152,1.6560431,0.000532741,8.070468,0.00593929,36.630093,36.154224,0.075967684,0.43626004,27.383858,0.000809577,0,0.787202323
23.983301,0.000393932,212.89776,1.7137523,0.000559122,8.06994,0.005665253,36.626293,36.125072,0.07447931,0.44198605,27.311215,0.000790525,0,0.788670401
24.037079,0.000435908,212.78562,1.7941153,0.000549731,8.071113,0.005251349,36.574535,36.085438,0.07223821,0.44534147,27.365828,0.000756805,0,0.777140387
24.079578,0.000471985,212.72936,1.8669352,0.000559395,8.074329,0.005024788,36.542004,36.055393,0.07036271,0.44490653,27.464733,0.000732733,0,0.760717786
23.997778,0.000485492,212.99163,1.9196066,0.000545723,8.076242,0.005092988,36.560516,35.944977,0.06884344,0.44044706,27.529096,0.00071331,0,0.724324084
23.889355,0.000485134,213.44422,1.9638077,0.000535284,8.077062,0.005285022,36.601593,35.840637,0.06671867,0.43261597,27.553907,0.000717457,0,0.693889286
24.456339,0.000824274,211.11819,1.5605936,0.000510654,8.065935,0.00457885,36.261242,35.557983,0.06399223,0.47139058,31.213379,0.000687618,0,0.847529568
25.04368,0.000707845,209.78981,1.4408171,0.005232277,8.057976,0.003649252,36.269558,36.56858,0.0739147,0.4526616,30.68997,0.000900967,0,1.49294327
25.314318,0.000435793,208.48823,1.237025,0.000313862,8.052509,0.005616914,36.31046,37.288918,0.06879145,0.4131076,29.337352,0.000697921,0,0.763681686
25.405102,0.000352648,208.08834,1.162478,0.000131867,8.047453,0.006702173,36.29179,37.57258,0.0681048,0.4191276,28.783046,0.000619251,0,0.696240293
25.331764,0.000329153,208.35721,1.1492862,0.000134802,8.048351,0.006985519,36.25706,37.488873,0.06773013,0.42573437,28.644536,0.000598869,0,0.684589398
25.112347,0.000320061,208.9986,1.1599278,0.000146337,8.053405,0.006608595,36.284626,37.181313,0.065302374,0.4285849,28.691363,0.000586662,0,0.667645183
24.91127,0.000319941,209.46723,1.1711436,0.000157199,8.057518,0.005937126,36.31634,36.905903,0.06369624,0.42650723,28.801864,0.00057872,0,0.647446971
24.91752,0.000338913,209.49872,1.1787843,0.000177871,8.059399,0.005319429,36.266655,36.846607,0.063013475,0.43368456,28.836545,0.000589259,0,0.667447672
24.993515,0.00037484,209.35471,1.1977878,0.000199684,8.058961,0.004832513,36.213444,36.883003,0.062559506,0.43806028,28.834863,0.000612134,0,0.699953841
25.01642,0.00041105,209.31758,1.2257592,0.00021622,8.05772,0.004488356,36.17835,36.86043,0.06178945,0.4421857,28.845143,0.000626255,0,0.722187291
24.971075,0.000432152,209.45498,1.25516,0.00022765,8.058021,0.004327934,36.195328,36.797108,0.060777307,0.4459342,28.86623,0.000625381,0,0.728267916
24.906221,0.000442642,209.63886,1.2831648,0.000237525,8.058022,0.004228108,36.25667,36.759514,0.059968424,0.44733095,28.903611,0.000616817,0,0.723991489
24.802006,0.000460571,209.86527,1.3180652,0.000240238,8.059023,0.004110352,36.313515,36.6578,0.059625327,0.4419617,28.939184,0.000605458,0,0.703467037
24.79429,0.000500478,209.88744,1.3713961,0.000245304,8.05994,0.003905815,36.298244,36.620262,0.060357186,0.43893972,28.921822,0.000609752,0,0.702935833
24.860525,0.000541818,209.75752,1.4321691,0.000260971,8.060508,0.003738131,36.249306,36.65718,0.06121142,0.43841317,28.850181,0.000619025,0,0.714385682
24.856869,0.000557791,209.75628,1.4782331,0.000270493,8.060773,0.003713896,36.2535,36.654037,0.06116182,0.4363979,28.75653,0.000618342,0,0.711266303
24.810108,0.0005599,209.87867,1.5154997,0.000289844,8.061232,0.003746508,36.291187,36.634083,0.060950628,0.43559057,28.676413,0.000612689,0,0.706908073
24.77592,0.000561931,209.98977,1.5542941,0.000318885,8.062184,0.003758716,36.329422,36.631374,0.061117076,0.43052447,28.618615,0.000612778,0,0.702775544
24.735235,0.000560339,210.13524,1.5934104,0.000351091,8.063233,0.003779373,36.349636,36.606304,0.061932406,0.43001893,28.545665,0.000615004,0,0.703793215
24.671131,0.000546982,210.34735,1.6264481,0.000390894,8.064475,0.003895482,36.384018,36.574158,0.063050815,0.41897318,28.433567,0.000630512,0,0.697472923
24.568604,0.000529535,210.67499,1.6624526,0.000451967,8.065299,0.004147567,36.423805,36.509964,0.064722364,0.3960162,28.241796,0.000677485,0,0.68847916
24.448524,0.000514593,211.10311,1.7064294,0.000511087,8.066893,0.004364074,36.451263,36.410744,0.067327186,0.40762177,27.999382,0.000701811,0,0.719451632
24.458534,0.000508251,211.26974,1.7584071,0.000583368,8.066663,0.004385193,36.461876,36.45292,0.06940125,0.43343186,27.790949,0.000713267,0,0.78198639
24.423931,0.000516714,211.44748,1.8218425,0.00064899,8.0664015,0.004323179,36.455814,36.39012,0.07017461,0.4436904,27.665509,0.000725789,0,0.814655377
24.446707,0.000559368,211.4479,1.9183762,0.000672746,8.067729,0.004076273,36.378418,36.30215,0.06863054,0.44649598,27.713448,0.000710395,0,0.816187933
24.458357,0.000595557,211.46834,1.998758,0.000694472,8.071166,0.003954101,36.329426,36.219353,0.0665645,0.43702176,27.837737,0.000703418,0,0.792915578
24.358858,0.000599715,211.7634,2.0412907,0.000679798,8.073216,0.004070633,36.36394,36.10045,0.06487906,0.43350598,27.92192,0.000686487,0,0.755716988
24.217852,0.000589916,212.25013,2.0689154,0.00067136,8.074393,0.004283959,36.432255,35.972195,0.06394916,0.43228632,27.965996,0.000673123,0,0.721596781
24.069925,0.000588433,212.7746,2.1115912,0.000666621,8.075686,0.004447401,36.454185,35.806694,0.063419255,0.43619716,27.969278,0.000669106,0,0.704633904
23.838297,0.000553461,214.11401,2.2888903,0.000503842,8.074934,0.005041534,36.45136,35.565243,0.07463444,0.43389624,27.7102,0.00081446,0,0.758484
23.837128,0.000513473,214.41054,2.2680603,0.000526886,8.073592,0.005253017,36.504112,35.652985,0.075089985,0.44199657,27.54831,0.000825446,0,0.780513564
24.912752,0.000762989,209.95654,1.4805518,0.000915771,8.05986,0.00389979,36.20086,36.21279,0.07223357,0.47100857,30.837389,0.000811646,0,1.009643927
25.417356,0.000476422,208.22401,1.2477364,0.003343665,8.052915,0.005262603,36.210274,37.282745,0.075492426,0.43341684,29.426139,0.000807329,0,1.202446944
25.722136,0.000379932,207.28989,1.1375635,0.000171753,8.043269,0.006507436,36.13394,37.862774,0.06954589,0.42868656,28.731002,0.000657206,0,0.761895549
25.687586,0.000359145,207.30442,1.1200396,0.000149892,8.041973,0.006844917,36.085,37.8226,0.06923558,0.42860064,28.552173,0.000633233,0,0.737034132
25.503325,0.000357651,207.75327,1.1343965,0.000165381,8.047408,0.00650417,36.15012,37.59848,0.067540044,0.4275224,28.58927,0.000629256,0,0.723411544
25.320549,0.00036768,208.16481,1.1566406,0.000177297,8.051156,0.005745706,36.191357,37.344776,0.06617698,0.42898697,28.714469,0.000629135,0,0.715260492
25.329481,0.000404237,208.22996,1.1841475,0.000208014,8.053098,0.004927601,36.126427,37.25058,0.06509921,0.4363736,28.788473,0.000651157,0,0.748594535
25.395044,0.00045942,208.12203,1.2237078,0.000228116,8.053147,0.004289504,36.064716,37.241623,0.06443287,0.4384885,28.822392,0.000673948,0,0.778062413
25.423664,0.000511602,208.07774,1.2713656,0.000237238,8.052229,0.003869175,36.016804,37.198254,0.06376435,0.44112936,28.855937,0.000680801,0,0.791577204
25.384752,0.000544835,208.20628,1.316579,0.00024299,8.05236,0.003677746,36.014534,37.114056,0.06298211,0.44699404,28.885093,0.000672649,0,0.793897221
25.318176,0.000561063,208.40973,1.3552655,0.000254267,8.052543,0.003596759,36.06236,37.05366,0.06246647,0.4481556,28.918752,0.000662822,0,0.787290078
25.177387,0.000578716,208.70394,1.3986349,0.00025468,8.053602,0.003540613,36.11704,36.895756,0.06265745,0.44249278,28.944392,0.000646293,0,0.757495546
25.138962,0.000617109,208.78802,1.4643084,0.000265608,8.05462,0.003405803,36.103046,36.813534,0.063620595,0.44056803,28.891847,0.000641131,0,0.748494795
25.213852,0.000659632,208.64223,1.5380905,0.000286128,8.055145,0.00325112,36.054672,36.862175,0.064607324,0.44112086,28.786097,0.00064575,0,0.75720884
25.230661,0.000678723,208.61746,1.5923355,0.000302208,8.055366,0.003214731,36.060043,36.886612,0.0645351,0.4396953,28.68965,0.000647369,0,0.757685975
25.179129,0.000684229,208.77558,1.6353357,0.0003271,8.055998,0.00324468,36.096645,36.85874,0.06394305,0.4391902,28.624173,0.000641492,0,0.753064066
25.134829,0.000687902,208.9459,1.6789465,0.000363663,8.057319,0.003261284,36.122585,36.83287,0.06373084,0.43838716,28.585048,0.000638522,0,0.753731174
25.08583,0.00068748,209.13032,1.7226946,0.000403285,8.058765,0.003264807,36.13244,36.78843,0.064184445,0.4395834,28.536344,0.000634143,0,0.756138821
25.025402,0.00067672,209.33379,1.7597197,0.000447272,8.0604105,0.003305881,36.16796,36.75636,0.06501654,0.4364798,28.460499,0.000630257,0,0.752377041
24.970146,0.000661674,209.57585,1.7989945,0.000506814,8.061996,0.003413709,36.20883,36.743683,0.065509994,0.42906705,28.312868,0.000644238,0,0.753545556
24.86429,0.000649163,209.94686,1.8466115,0.000566516,8.063781,0.003510308,36.233356,36.647175,0.066123524,0.4355424,28.112924,0.000646573,0,0.767921265
24.851835,0.000646598,210.17168,1.9068727,0.000675621,8.063592,0.003522458,36.231182,36.646015,0.06775538,0.45131803,27.930317,0.000661498,0,0.824555583
24.790646,0.00065438,210.43545,1.9763822,0.000771913,8.063776,0.003498709,36.20587,36.531525,0.06894363,0.4619114,27.845401,0.000676282,0,0.867493152
24.784649,0.000691563,210.48379,2.0758924,0.000807252,8.065506,0.003321455,36.108547,36.3923,0.067710986,0.45867717,27.931238,0.000670747,0,0.860296588
24.760004,0.000719682,210.54065,2.1546625,0.000794338,8.068914,0.00327571,36.05149,36.261383,0.06608504,0.42472205,28.103163,0.000680889,0,0.799622399
24.646017,0.000714382,210.85785,2.1914497,0.000795318,8.070688,0.003394617,36.0972,36.136616,0.06515668,0.42483371,28.223125,0.000666785,0,0.776582899
24.472794,0.00069655,211.38431,2.207888,0.000802796,8.0720005,0.003664066,36.191093,35.99207,0.06451668,0.4145946,28.270844,0.000673664,0,0.741419309
24.330427,0.000697348,211.82926,2.2520584,0.000804071,8.0732565,0.003757317,36.205105,35.81906,0.06396695,0.41630834,28.30529,0.000666052,0,0.72264058
24.282614,0.000715221,212.02643,2.3284506,0.000790103,8.074319,0.003636377,36.106636,35.672977,0.0630499,0.43170825,28.338263,0.000636933,0,0.728354385
24.243563,0.0006885,212.45684,2.4730517,0.000609785,8.071697,0.003704591,36.144848,35.651722,0.06401904,0.43719512,28.33469,0.000674007,0,0.733761919
24.18428,0.000654378,212.80162,2.4590194,0.000593905,8.071252,0.00385277,36.20555,35.644787,0.06691049,0.44002,28.2327,0.000687484,0,0.743217504
25.105335,0.000851278,209.80945,1.5155231,0.001509,8.060184,0.003705426,36.27854,36.482994,0.07325738,0.48710692,30.984001,0.00083705,0,1.143255825
25.426447,0.00054302,208.0951,1.2628263,0.00029843,8.054434,0.004945872,36.08356,37.096554,0.071037095,0.46429104,29.590044,0.000734927,0,0.892418892
25.911337,0.000417479,206.88145,1.1393414,0.000168687,8.040133,0.006237453,35.991768,37.972466,0.070025584,0.43490025,28.64633,0.000686568,0,0.810058164
25.916824,0.000396927,206.7272,1.1236141,0.000167767,8.038137,0.006581799,35.935036,37.996086,0.0691506,0.42909706,28.379561,0.000666106,0,0.781825064
25.801298,0.000410755,206.89777,1.1484124,0.000180098,8.043235,0.00610536,35.991627,37.860497,0.067989364,0.42754078,28.42087,0.000670656,0,0.776541479
25.718534,0.000435715,207.07545,1.1788926,0.000195888,8.045549,0.005286257,36.04127,37.74818,0.06716207,0.43026584,28.557278,0.000686386,0,0.790769506
25.731604,0.000483902,207.1289,1.2222694,0.000222662,8.0470495,0.004451974,35.97498,37.644478,0.06625404,0.43878964,28.628457,0.000705969,0,0.825779235
25.76869,0.000542587,207.0824,1.2783379,0.000246539,8.047823,0.003872582,35.9284,37.59954,0.06567075,0.4423973,28.659664,0.000715136,0,0.845871103
25.782782,0.000595292,207.0612,1.3372899,0.000251264,8.047355,0.003499765,35.884598,37.53321,0.06537605,0.44358054,28.68665,0.000707599,0,0.840943918
25.7537,0.000632026,207.16561,1.3925602,0.000256611,8.047202,0.003317571,35.872253,37.45204,0.06511064,0.44705305,28.702335,0.000696025,0,0.835768109
25.696133,0.000654173,207.3542,1.4401879,0.000268437,8.047281,0.003217746,35.88978,37.370724,0.064900014,0.44993982,28.71755,0.000684614,0,0.829607858
25.604359,0.000672985,207.58657,1.4886904,0.000279025,8.048268,0.003151834,35.916904,37.25391,0.065197666,0.44868103,28.711101,0.0006765,0,0.816939613
25.590832,0.000701892,207.62895,1.5514025,0.000294845,8.0495405,0.003022427,35.90336,37.210396,0.06594098,0.45029414,28.634645,0.000671832,0,0.815113964
25.65708,0.000732463,207.49095,1.6185931,0.000315954,8.050395,0.002882146,35.87458,37.269035,0.066635206,0.44969535,28.510194,0.000671234,0,0.816365185
